Dates,GOLD
2020-01-02,18.489999771118164
2020-01-03,18.56999969482422
2020-01-08,18.389999389648438
2020-01-06,18.469999313354492
2020-01-07,17.81999969482422
2020-01-09,17.600000381469727
2020-01-10,17.850000381469727
2020-01-13,17.450000762939453
2020-01-14,17.559999465942383
2020-01-15,17.899999618530273
2020-01-16,18.09000015258789
2020-01-27,17.950000762939453
2020-02-20,18.350000381469727
2020-02-12,18.290000915527344
2020-04-16,18.43000030517578
2020-02-04,18.709999084472656
2020-05-28,18.6200008392334
2020-07-08,18.0
2020-06-19,18.3700008392334
2020-05-12,18.440000534057617
2020-06-22,18.520000457763672
2020-06-03,18.280000686645508
2020-05-15,18.020000457763672
2020-03-06,18.020000457763672
2020-02-27,18.350000381469727
2020-04-15,18.190000534057617
2020-02-03,18.43000030517578
2020-02-11,18.440000534057617
2020-02-19,18.40999984741211
2020-04-07,18.93000030517578
2020-03-30,19.719999313354492
2020-04-23,20.579999923706055
2020-05-01,21.0
2020-07-14,20.770000457763672
2020-06-25,21.440000534057617
2020-06-16,22.030000686645508
2020-05-18,21.25
2020-06-09,21.09000015258789
2020-05-21,19.780000686645508
2020-01-17,19.040000915527344
2020-03-13,19.860000610351562
2020-03-05,20.6200008392334
2020-02-26,20.549999237060547
2020-02-18,21.15999984741211
2020-04-22,21.229999542236328
2020-02-10,19.93000030517578
2020-04-14,19.8700008392334
2020-04-06,18.790000915527344
2020-04-30,16.8799991607666
2020-06-12,15.670000076293945
2020-06-15,16.329999923706055
2020-05-27,17.709999084472656
2020-05-08,15.880000114440918
2020-07-07,16.079999923706055
2020-03-31,15.880000114440918
2020-06-18,16.93000030517578
2020-04-13,19.5
2020-03-20,19.110000610351562
2020-03-12,19.579999923706055
2020-01-24,19.239999771118164
2020-03-04,19.290000915527344
2020-02-25,18.31999969482422
2020-04-21,18.8700008392334
2020-04-29,19.850000381469727
2020-05-07,19.950000762939453
2020-05-11,20.549999237060547
2020-07-10,20.309999465942383
2020-06-02,20.40999984741211
2020-05-14,22.510000228881836
2020-07-13,24.3700008392334
2020-06-24,24.43000030517578
2020-06-05,24.469999313354492
2020-02-28,25.0
2020-01-23,24.540000915527344
2020-04-20,24.920000076293945
2020-02-24,24.81999969482422
2020-01-31,26.479999542236328
2020-03-19,26.739999771118164
2020-03-27,27.100000381469727
2020-03-11,26.93000030517578
2020-03-03,26.959999084472656
2020-04-28,26.549999237060547
2020-05-06,25.719999313354492
2020-06-08,26.93000030517578
2020-05-20,27.3799991607666
2020-07-01,28.190000534057617
2020-06-30,26.559999465942383
2020-06-11,27.260000228881836
2020-03-10,27.389999389648438
2020-03-02,26.020000457763672
2020-01-22,26.040000915527344
2020-01-30,26.1200008392334
2020-02-07,27.139999389648438
2020-04-03,28.040000915527344
2020-03-26,27.200000762939453
2020-03-18,28.100000381469727
2020-04-27,27.25
2020-05-05,26.260000228881836
2020-05-26,26.31999969482422
2020-07-06,24.729999542236328
2020-06-17,23.920000076293945
2020-05-29,23.950000762939453
2020-07-09,24.0
2020-06-01,24.780000686645508
2020-01-21,23.950000762939453
2020-01-29,23.219999313354492
2020-03-25,23.43000030517578
2020-03-17,23.290000915527344
2020-03-09,23.559999465942383
2020-02-14,24.329999923706055
2020-02-06,25.079999923706055
2020-04-02,24.309999465942383
2020-05-04,24.06999969482422
2020-04-24,24.739999771118164
2020-05-13,24.3799991607666
2020-06-23,24.25
2020-06-04,23.940000534057617
2020-07-15,24.489999771118164
2020-04-08,25.450000762939453
2020-06-26,25.68000030517578
2020-05-19,25.709999084472656
2020-04-09,25.729999542236328
2020-04-01,25.8700008392334
2020-03-24,26.1299991607666
2020-03-16,26.940000534057617
2020-01-28,26.809999465942383
2020-02-05,26.270000457763672
2020-02-13,26.610000610351562
2020-02-21,27.020000457763672
2020-04-17,27.719999313354492
2020-03-23,27.59000015258789
2020-06-29,27.110000610351562
2020-06-10,26.1299991607666
2020-05-22,27.049999237060547
2020-07-02,27.09000015258789
