Dates,WAB
2018-06-20,102.43000030517578
2018-06-21,102.3499984741211
2018-06-25,101.30999755859375
2018-06-22,100.41000366210938
2018-06-26,99.08999633789062
2018-06-27,99.02999877929688
2018-06-28,98.20999908447266
2018-06-29,98.27999877929688
2018-07-02,98.12999725341797
2018-07-03,99.66000366210938
2018-07-05,100.29000091552734
2018-07-16,99.70999908447266
2018-09-18,100.7300033569336
2019-01-24,101.58000183105469
2019-09-05,100.76000213623047
2018-11-21,102.80999755859375
2020-01-13,103.55000305175781
2020-04-01,104.38999938964844
2020-06-19,102.58999633789062
2019-10-29,102.68000030517578
2020-01-16,103.26000213623047
2020-06-22,104.91999816894531
2018-10-03,104.13999938964844
2018-07-31,104.08999633789062
2019-03-12,107.41000366210938
2019-02-08,109.63999938964844
2019-01-07,109.44000244140625
2018-12-06,108.88999938964844
2019-08-19,109.43000030517578
2019-07-18,109.75
2019-05-15,109.87999725341797
2019-09-20,111.91999816894531
2019-11-01,113.5
2020-04-07,114.06999969482422
2020-06-25,113.8499984741211
2020-06-16,113.02999877929688
2019-11-04,111.02999877929688
2020-01-22,111.45999908447266
2019-11-07,111.19000244140625
2020-04-13,110.88999938964844
2019-07-01,110.22000122070312
2019-05-30,109.37999725341797
2018-08-15,110.08999633789062
2018-10-18,110.5
2019-03-27,110.16999816894531
2019-01-22,109.95999908447266
2018-12-21,109.04000091552734
2019-09-03,109.63999938964844
2018-11-19,110.91999816894531
2019-08-02,110.51000213623047
2020-01-28,108.5199966430664
2020-04-16,108.0
2019-11-13,108.52999877929688
2020-01-31,109.80999755859375
2018-12-04,112.56999969482422
2018-11-02,112.73999786376953
2019-07-16,114.87999725341797
2018-08-30,111.91999816894531
2018-10-01,113.62999725341797
2019-06-14,113.23999786376953
2019-05-13,111.81999969482422
2019-04-11,100.06999969482422
2019-02-06,105.52999877929688
2019-09-18,106.0
2020-02-03,105.77999877929688
2020-04-22,105.04000091552734
2019-11-19,104.48999786376953
2020-02-06,106.31999969482422
2019-11-22,106.37999725341797
2019-03-25,106.69000244140625
2019-02-21,106.7300033569336
2018-12-19,105.75
2018-07-12,103.7699966430664
2018-09-14,104.0999984741211
2018-08-13,104.79000091552734
2018-10-16,104.80999755859375
2019-07-31,104.19999694824219
2019-05-28,102.31999969482422
2019-04-26,101.61000061035156
2020-04-28,98.83999633789062
2019-11-25,97.95999908447266
2020-02-12,95.7699966430664
2020-05-01,98.22000122070312
2020-05-04,99.51000213623047
2019-06-12,99.79000091552734
2019-04-09,98.22000122070312
2019-03-08,96.61000061035156
2019-02-04,94.01000213623047
2018-07-27,94.83999633789062
2018-08-28,91.51000213623047
2019-01-03,90.33999633789062
2019-08-15,89.77999877929688
2018-10-31,86.4000015258789
2019-09-16,85.9000015258789
2020-02-18,81.9800033569336
2020-05-07,86.0
2018-08-17,85.05000305175781
2019-12-04,84.0
2020-02-21,85.25
2018-12-17,86.66999816894531
2019-08-30,86.06999969482422
2018-11-15,87.30000305175781
2019-07-29,84.0199966430664
2019-06-27,83.5999984741211
2019-04-24,81.88999938964844
2018-07-10,86.2300033569336
2018-09-12,86.38999938964844
2019-02-19,86.11000061035156
2019-01-18,85.16000366210938
2020-02-24,84.86000061035156
2020-05-13,86.48999786376953
2019-12-10,88.05000305175781
2020-02-27,88.72000122070312
2019-12-13,91.11000061035156
2020-05-19,92.25
2019-03-06,96.5
2018-11-30,92.2300033569336
2019-08-13,86.87999725341797
2019-07-12,88.27999877929688
2019-06-10,84.69999694824219
2019-05-09,84.08000183105469
2018-07-25,81.69999694824219
2018-09-27,79.87999725341797
2018-10-29,74.37999725341797
2019-10-16,73.2699966430664
2019-12-16,72.58000183105469
2020-03-04,71.41000366210938
2020-05-22,70.76000213623047
2019-10-01,69.41000366210938
2019-12-19,67.63999938964844
2018-09-10,66.66999816894531
2019-05-24,68.80999755859375
2018-08-09,70.20999908447266
2019-04-22,68.7699966430664
2019-03-21,69.04000091552734
2019-01-16,70.19999694824219
2019-08-28,70.6500015258789
2018-11-13,71.44000244140625
2018-10-12,71.19999694824219
2019-06-25,71.72000122070312
2020-03-10,72.2699966430664
2020-05-28,72.68000030517578
2019-10-07,72.81999969482422
2020-03-13,72.66000366210938
2019-10-10,71.33999633789062
2020-03-16,71.41000366210938
2020-06-03,74.83000183105469
2018-11-28,74.38999938964844
2018-09-25,72.23999786376953
2018-07-23,70.08999633789062
2018-08-24,72.20999908447266
2019-07-10,67.26000213623047
2019-05-07,67.52999877929688
2019-04-05,69.58999633789062
2019-03-04,68.47000122070312
2019-01-31,69.08000183105469
2019-09-12,70.02999877929688
2019-12-31,71.45999908447266
2020-03-19,72.5
2020-01-03,72.33999633789062
2020-06-09,72.76000213623047
2019-02-15,74.0999984741211
2019-01-14,74.44999694824219
2018-07-06,70.83000183105469
2018-08-07,73.16999816894531
2018-10-10,72.30000305175781
2018-12-13,74.44999694824219
2019-08-26,74.95999908447266
2019-07-25,74.81999969482422
2019-05-22,72.7300033569336
2019-03-19,73.44999694824219
2020-01-06,76.33000183105469
2020-03-25,73.47000122070312
2020-06-12,75.25
2019-10-22,72.76000213623047
2020-01-09,72.0
2020-06-15,73.04000091552734
2019-10-25,72.5199966430664
2020-03-31,68.79000091552734
2020-06-18,68.9000015258789
2019-04-03,69.69999694824219
2018-08-22,71.0999984741211
2018-10-25,71.79000091552734
2019-01-29,72.1500015258789
2018-12-28,72.04000091552734
2018-11-26,71.33000183105469
2019-08-09,72.48999786376953
2019-07-08,71.79000091552734
2019-06-06,72.30000305175781
2019-09-10,73.36000061035156
2020-01-15,70.0
2020-04-03,70.5999984741211
2019-10-31,72.3499984741211
2020-04-06,71.66999816894531
2020-06-24,73.19999694824219
2018-11-09,74.12999725341797
2019-07-23,74.5999984741211
2019-06-21,75.05999755859375
2019-05-20,75.06999969482422
2019-04-18,76.4000015258789
2018-09-06,76.0
2018-10-08,74.83999633789062
2019-02-13,74.0
2018-12-11,74.36000061035156
2019-09-25,75.6500015258789
2020-01-21,76.62000274658203
2020-04-09,75.77999877929688
2019-11-06,77.16999816894531
2020-01-24,77.47000122070312
2020-01-27,77.5
2020-04-15,76.62000274658203
2018-12-26,76.19000244140625
2019-08-07,77.25
2019-06-04,71.6500015258789
2018-09-21,73.18000030517578
2018-07-19,73.80000305175781
2018-08-20,73.55000305175781
2018-10-23,74.0199966430664
2019-05-03,75.41000366210938
2019-04-01,73.55999755859375
2019-02-28,73.51000213623047
2019-11-12,72.36000061035156
2020-01-30,71.52999877929688
2019-11-15,71.43000030517578
2020-04-21,71.2300033569336
2019-04-16,70.6500015258789
2019-03-15,68.91000366210938
2019-02-11,68.63999938964844
2019-01-10,67.41999816894531
2019-08-22,65.48999786376953
2018-11-07,64.86000061035156
2018-08-03,64.18000030517578
2018-09-04,64.70999908447266
2019-06-19,63.900001525878906
2019-09-23,65.70999908447266
2019-11-18,65.6500015258789
2020-02-05,64.13999938964844
2020-04-24,63.0
2019-03-29,62.349998474121094
2019-11-21,63.97999954223633
2020-04-27,66.2699966430664
2020-02-11,67.43000030517578
2020-04-30,67.58000183105469
2019-05-01,67.94999694824219
2019-02-26,68.55000305175781
2019-01-25,68.22000122070312
2018-12-24,68.45999908447266
2019-09-06,68.8499984741211
2018-07-17,67.81999969482422
2018-09-19,68.70999908447266
2019-08-05,69.8499984741211
2019-10-08,71.88999938964844
2019-12-11,72.29000091552734
2019-11-27,71.47000122070312
2020-02-14,68.26000213623047
2020-05-06,68.68000030517578
2019-01-08,69.08000183105469
2018-12-07,69.2300033569336
2019-08-20,72.5
2018-11-05,73.0
2019-07-19,73.55999755859375
2018-10-04,72.94999694824219
2019-06-17,73.38999938964844
2019-05-16,73.20999908447266
2018-08-01,72.36000061035156
2019-03-13,70.1500015258789
2019-12-03,69.88999938964844
2020-02-20,71.86000061035156
2019-12-06,71.18000030517578
2020-05-12,72.13999938964844
2019-12-09,70.75
2020-02-26,69.86000061035156
2020-05-15,70.13999938964844
2019-03-28,70.81999969482422
2018-09-17,71.33000183105469
2018-08-16,73.0999984741211
2018-10-19,71.68000030517578
2019-04-29,71.68000030517578
2019-01-23,71.3499984741211
2019-09-04,77.73999786376953
2018-11-20,77.7699966430664
2019-07-02,75.48999786376953
2019-05-31,73.62000274658203
2019-12-12,72.8499984741211
2020-05-18,72.1500015258789
2019-09-27,73.25
2020-03-03,71.5
2020-05-21,68.77999877929688
2019-05-14,67.88999938964844
2018-08-31,66.0
2018-07-30,64.29000091552734
2018-10-02,62.81999969482422
2019-04-12,67.30999755859375
2019-03-11,68.22000122070312
2019-02-07,69.0
2019-07-17,69.06999969482422
2019-09-19,67.6500015258789
2019-10-21,66.66999816894531
2019-12-18,66.45999908447266
2020-03-06,65.63999938964844
2019-10-03,66.79000091552734
2020-03-09,68.30999755859375
2020-05-27,68.16000366210938
2019-12-24,66.66000366210938
2020-03-12,67.2300033569336
2018-12-20,68.19000244140625
2019-08-01,68.81999969482422
2018-08-14,70.31999969482422
2018-07-13,72.87999725341797
2018-10-17,74.30999755859375
2019-05-29,75.0
2019-03-26,75.75
2019-02-22,75.69000244140625
2019-10-04,75.19999694824219
2019-11-05,74.8499984741211
2019-12-27,73.76000213623047
2020-06-02,73.3499984741211
2019-12-30,73.91999816894531
2020-03-18,71.83999633789062
2020-06-05,73.02999877929688
2019-07-15,72.23999786376953
2018-12-03,72.55000305175781
2019-06-13,72.22000122070312
2019-01-04,67.61000061035156
2018-08-29,65.94000244140625
2019-02-05,65.88999938964844
2018-11-01,65.2699966430664
2019-08-16,64.45999908447266
2019-04-10,64.45999908447266
2019-09-17,63.709999084472656
2019-10-15,65.55000305175781
2020-01-02,66.16000366210938
2020-06-08,66.69000244140625
2019-10-18,67.44999694824219
2020-03-24,68.6500015258789
2020-06-11,69.5999984741211
2020-01-08,70.23999786376953
2019-04-25,69.13999938964844
2019-07-30,70.33999633789062
2019-02-20,70.41999816894531
2018-07-11,69.44999694824219
2018-09-13,70.94000244140625
2018-10-15,69.69999694824219
2019-06-28,69.98999786376953
2018-12-18,72.13999938964844
2018-11-16,69.80999755859375
2019-10-02,75.2300033569336
2020-03-27,77.25
2020-01-10,77.63999938964844
2019-10-24,78.38999938964844
2020-03-30,78.5999984741211
2020-06-17,78.0
2020-01-14,78.23999786376953
2020-04-02,77.87000274658203
2019-01-02,78.18000030517578
2019-08-14,79.29000091552734
2018-10-30,79.5999984741211
2019-06-11,79.0999984741211
2019-05-10,79.05999755859375
2019-04-08,79.45999908447266
2018-08-27,79.77999877929688
2018-07-26,80.1500015258789
2018-09-28,80.98999786376953
2019-03-07,80.19000244140625
2019-10-30,78.8499984741211
2020-01-17,78.79000091552734
2020-06-23,76.5
2020-04-08,76.7699966430664
2020-06-26,76.7300033569336
2019-03-22,77.5
2019-01-17,77.0
2019-08-29,75.06999969482422
2018-11-14,75.05999755859375
2019-06-26,75.1500015258789
2018-09-11,75.48999786376953
2018-07-09,76.08999633789062
2018-08-10,74.97000122070312
2019-04-23,74.30999755859375
2019-09-30,74.77999877929688
2020-01-23,75.56999969482422
2019-11-08,76.61000061035156
2020-04-14,77.72000122070312
2019-11-11,78.08000183105469
2020-01-29,78.19000244140625
2020-04-17,78.5999984741211
2018-07-24,77.5
2018-09-26,78.58000183105469
2019-05-08,79.70999908447266
2019-03-05,79.5
2019-02-01,79.98999786376953
2018-12-31,80.08999633789062
2018-11-29,79.6500015258789
2019-08-12,78.81999969482422
2019-07-11,77.98999786376953
2019-09-13,78.36000061035156
2019-11-14,78.41999816894531
2020-04-20,78.54000091552734
2020-02-04,79.93000030517578
2020-04-23,79.70999908447266
2018-12-14,79.22000122070312
2019-08-27,78.83999633789062
2018-08-08,80.20999908447266
2018-10-11,77.19000244140625
2018-11-12,76.48999786376953
2019-07-26,77.73999786376953
2019-06-24,76.62999725341797
2019-05-23,76.30000305175781
2019-03-20,74.30999755859375
2019-01-15,77.33000183105469
2019-11-20,80.30000305175781
2020-02-07,81.5
2020-02-10,79.30000305175781
2020-04-29,77.18000030517578
2019-11-26,78.0
2020-02-13,78.58000183105469
2019-01-30,78.11000061035156
2018-08-23,77.56999969482422
2018-09-24,76.79000091552734
2018-11-27,80.05999755859375
2018-10-26,78.91999816894531
2019-07-09,78.47000122070312
2019-06-07,75.75
2019-05-06,74.8499984741211
2019-04-04,73.27999877929688
2019-09-11,69.44999694824219
2019-11-29,66.31999969482422
2020-05-05,68.83000183105469
2019-12-02,68.04000091552734
2020-02-19,66.12000274658203
2020-05-08,63.400001525878906
2019-05-21,60.2400016784668
2019-03-18,57.18000030517578
2018-09-07,57.349998474121094
2018-08-06,57.7400016784668
2018-10-09,52.54999923706055
2019-02-14,56.150001525878906
2018-12-12,49.0
2019-07-24,49.2400016784668
2019-09-26,47.22999954223633
2019-10-28,40.0
2019-12-05,43.0
2020-05-11,40.709999084472656
2019-07-03,44.02000045776367
2020-02-25,46.27000045776367
2020-05-14,47.45000076293945
2020-02-28,47.66999816894531
2019-08-08,46.939998626708984
2019-06-05,49.15999984741211
2018-07-20,45.939998626708984
2018-08-21,46.0
2018-10-24,42.439998626708984
2019-04-02,46.470001220703125
2019-03-01,52.59000015258789
2019-01-28,50.59000015258789
2018-12-27,53.790000915527344
2019-09-09,54.65999984741211
2020-03-02,52.68000030517578
2020-05-20,50.099998474121094
2019-12-17,49.439998626708984
2020-03-05,49.0
2019-02-12,48.279998779296875
2019-01-11,47.77000045776367
2018-12-10,51.2400016784668
2019-08-23,51.220001220703125
2018-11-08,52.47999954223633
2019-07-22,53.5
2019-06-20,56.04999923706055
2018-09-05,58.0099983215332
2019-04-17,58.099998474121094
2019-09-24,55.52000045776367
2019-12-20,53.650001525878906
2020-05-26,53.310001373291016
2019-04-30,55.189998626708984
2019-12-23,53.72999954223633
2020-03-11,56.119998931884766
2020-05-29,56.29999923706055
2019-12-26,54.77000045776367
2020-06-01,52.59000015258789
2019-05-02,50.040000915527344
2019-02-27,51.41999816894531
2018-11-23,54.88999938964844
2019-08-06,56.34000015258789
2018-07-18,56.86000061035156
2018-09-20,57.61000061035156
2018-10-22,57.0
2019-07-05,59.099998474121094
2019-06-03,62.459999084472656
2019-10-09,64.55000305175781
2019-10-11,61.0099983215332
2020-03-17,60.91999816894531
2020-06-04,62.5099983215332
2019-10-14,63.81999969482422
2020-03-20,65.31999969482422
2018-11-06,71.37000274658203
2019-06-18,71.95999908447266
2019-05-17,70.44999694824219
2019-04-15,68.52999877929688
2019-03-14,62.61000061035156
2019-01-09,62.709999084472656
2018-08-02,58.650001525878906
2018-10-05,64.91000366210938
2019-08-21,62.91999816894531
2019-10-17,60.779998779296875
2020-03-23,62.40999984741211
2020-06-10,59.95000076293945
2019-02-25,61.43000030517578
2020-01-07,60.54999923706055
2020-03-26,57.88999938964844
2019-10-23,57.849998474121094
