Dates,AMZN,AAPL,BA,WFC
2019-01-02,1539.1300048828125,154.79498291015625,314.6451416015625,43.76248550415039
2019-01-03,1500.280029296875,139.37625122070312,302.1005554199219,43.41753005981445
2019-01-07,1575.3900146484375,145.3261260986328,317.8226013183594,44.70411682128906
2019-01-04,1629.510009765625,145.002685546875,318.8233947753906,44.41510009765625
2019-01-08,1656.5799560546875,147.76686096191406,330.8919372558594,44.321868896484375
2019-01-09,1659.4200439453125,150.2761993408203,334.0984802246094,44.564266204833984
2019-01-10,1656.219970703125,150.75653076171875,342.6300048828125,44.51765441894531
2019-01-11,1640.56005859375,149.27638244628906,342.9118347167969,44.62953186035156
2019-01-14,1617.2099609375,147.03170776367188,340.4436950683594,45.14229965209961
2019-01-15,1674.56005859375,150.0409698486328,342.2705078125,44.44306945800781
2019-01-16,1683.780029296875,151.87396240234375,342.0955505371094,45.62710189819336
2019-01-18,1693.219970703125,152.77574157714844,348.9266357421875,45.8974723815918
2019-01-22,1696.199951171875,153.7167510986328,354.4070129394531,46.624664306640625
2019-01-24,1632.1700439453125,150.2664031982422,347.77032470703125,46.48481750488281
2019-01-28,1640.02001953125,150.87413024902344,348.460205078125,46.72722244262695
2019-01-30,1654.9300537109375,149.67825317382812,348.12982177734375,46.59669876098633
2019-02-01,1670.5699462890625,154.63815307617188,353.8919677734375,46.73654556274414
2019-02-20,1637.8900146484375,153.20704650878906,352.69677734375,46.447532653808594
2019-02-27,1593.8800048828125,151.61907958984375,354.5819091796875,46.47549819946289
2019-02-19,1670.4300537109375,161.9799346923828,376.74627685546875,46.69925308227539
2019-02-15,1718.72998046875,163.1463623046875,374.7056884765625,46.01249694824219
2019-02-11,1626.22998046875,163.22479248046875,376.4645080566406,46.01249694824219
2019-02-26,1633.31005859375,167.86119079589844,385.7636413574219,46.15361404418945
2019-02-05,1658.81005859375,170.73321533203125,398.570556640625,46.351173400878906
2019-02-07,1640.260009765625,170.7920379638672,399.4742431640625,46.304134368896484
2019-02-22,1614.3699951171875,167.5573272705078,395.6802673339844,45.23167037963867
2019-01-17,1588.219970703125,167.7542266845703,395.4263610839844,44.827144622802734
2019-01-23,1591.0,166.7894744873047,394.4888610839844,44.827144622802734
2019-01-29,1638.010009765625,168.2267303466797,401.1003112792969,46.14421081542969
2019-01-25,1640.0,167.5277862548828,400.9635925292969,46.11598587036133
2019-01-31,1622.6500244140625,168.13815307617188,400.2213439941406,45.64560317993164
2019-02-04,1607.949951171875,167.76406860351562,408.1805114746094,46.304134368896484
2019-02-06,1627.5799560546875,168.26609802246094,406.5105285644531,46.454654693603516
2019-02-08,1622.0999755859375,169.34896850585938,411.6766357421875,46.85918045043945
2019-02-12,1619.43994140625,168.3940887451172,407.79962158203125,46.623992919921875
2019-02-14,1631.56005859375,170.27430725097656,414.1180725097656,46.11598587036133
2019-03-01,1633.0,171.51466369628906,416.8720397949219,46.71807098388672
2019-02-25,1636.4000244140625,171.6131134033203,416.77435302734375,46.65221405029297
2019-02-21,1641.0899658203125,172.1446990966797,425.2413024902344,46.943851470947266
2019-02-13,1639.8299560546875,170.45150756835938,429.6554260253906,46.93444061279297
2019-02-28,1671.72998046875,172.2431182861328,430.29998779296875,47.0661506652832
